j,t,w,x
1,3.4357004074525376069388057643398608886764345491720519259079343910076411861231095802752987517138953626355298263779049309925698063006111643807931603548163990760818304058262692776766038339272075502793936493240707701835673080122296036735395078667701125159854395362120084103575375931556930823600301789293297651419852251795441300756712232717634565329218272736657515984651954213512119892786018638020886562534510858709828172969409906764223627394096940160038470759610521287766834319629073687549774567176515409141546343904607959046866352618814001778686006456716926848898870517287367521530553288520421976479483917957621325426041566172246204675057020284908560775560708155671254916494497757352081099059366598253773762780665378492788047211081308082829425708767782378443965476817071191103211085309763326131083137537122383459336348796003028619742722633936384026267059488112755895986640948923077673480175088703613311275639188369323222192439867556845441340013027143961233795023018660510683686893195360685222491629330807379324e-3,8.80700356957605915593098117592640818107155277166836626217466333867420962981092390870155277107304883435185811375628500410416145960867835780405500482781056896403305297776920423249088029674130826472283107262536857710809073847826967501013707924799585159303584934403919771602593856118839932148725802108833244873482424036404787559935959335416741508711416351256852176584302282082298944557333065352404075036194344082616797632031645835639683097550227386160992086903171842978076709860267061838435621134026880131176218021127036390459113603038297025746291163345223588575270287894566682567119913288885786129897690893290134930901942999493686162558307313266663852528899617357660872214750946052189915449553424661890493623966135620611236383670067519998243482325414193316914722401042387536632604159636096367057219920250052722673291370824084167159669341016869821095831994766758087935768334779315585486666466452175365641500844884914743761274227703238134724423871361590474391636453990812129226890006129159794341489450076139511623e-3,1.00523363339527806615142779475070235976204614511072925797095237105740775408165628101545327811912855225685010900608124570357785732728367079785317031961546084800762101735296378383892140614698726683698441922778484494739584026031082065431219321366557685629531538103373411975951413037881807921546872111641903475111436157532138791912929555232703209044317129674969632968632871333123058202372199300301016379289988484463475568365725087385143935126457001763820840799454104983145108865064764650769583141120007914848764402344740847014826887152124705699820520515241102796407419494569518611553435247440412870597016207978678060099519471577420160832045049407687395318660162961414984704238645238314901492399441600528567839411233920533205425570067284982215791640534612321785421466968356966913177838655951671128082932232446760912655475705407724557693571674631748931934782739600580725251383532307992315140619144821779277445164056922611578338883988215812617003258844493871718364564338252045643656436080926317278493001622447320905
2,1.8014036361043104366166934401361389043969836096905571968231203053979209607808471509990937372017642184344782542017884735569794602702457904199355151307193727881863889798032753500343080840087354133210556134639182162029133104392690152610202147530421901164759887522555310241005477132169107436753467481328209500501655121511521219079311057244550109321473832135079843727082517386609229393206419595005863029927813586699996463027351605279205281281751545163017838869179163869394028316703205202755751969650308549542826940653112817723148070366447251768407772617753444995081041601524576437603777460983458575590147290925602353559765558448312111678854391765301363003678268494741118670291049781811362510196912538118015835834777780986948864195125440138912303101777615808635334261983929679341003512182651064661773614495112438184624465104131718963015166649151479029187745349056858727256319670140472800214824248147099867769534667532741215196990937651730676984725382779245172938849119915259761690052471360579856864774364324679694e-2,2.03007149001934706655199761374660549395453199949757684088034272809161483754936641477694603115221924880949128548375375113050194210294631621227635094781381521197108847811551380106596831957597014262152516641707332078036754849225454409293031085378254044123701319934567106822499168313667274061449053107822160299419888646887727988687540314802378430599821372916144273017054909560489077461628652859334715325549536221482333671368151073364780114326949596969737561061110414036642722929167182569206208832590733380722292062201116292354032617967211967278507214176636470154981456369989750989423130471340823780935801623608735520150276581652237414255357726405163895755493809615908880769200266263646472369146518441435403035210957618157869680147443705052286909236142552500564463534672451723863135597268274832219864156693166765351968710127715811504562026686477137614438573683493044884950985604980021516968951711959294176575278046270260279407238567247918151204067000406993197894874948265343874742823642854381548250337629059574876e-2,1.02034411128128915959384058933292292434451768863518095008362398838916933825696103762372586535835844963383063884546622929814682759066397625369056346862780973306677909630601807505252537768918477408550338203357225425614499960190745619545958123481871752098559245031966442082725230410433820857302463580385847479983285902325375428340895689038137918117618510217279192998084576008320645064364290653176744396817909918849923187072335739852043148438519490123939389021959365221155402113110944315396025308391092329136354573917738710824772889642253542517432698904074198906196403715194301755414292783589199648331448318891041413235855427729289247202392317076134841560912058165331750145650824267496646915114399725860162082386943891737190827442188853863919050714151354312401315944116294323779244724083057839251473001637964906527469553550189316004562333118045499039910028587928634341086347111010595598964937858936703732607145284237666944185815991433167977033565911342947805641152700280806522959973678731844039364375278471277644
3,4.38827858743370470661237793983509434754076012881541126020588904209645543956404605317776369035393063106198041226769867941315683085305817593931134463617919730354569134056007728081654241134987443437419746228192773500588286055430329981922112369173728659439353428435418874986645337100767720078970663189297669271623132437198176297802863358130539528524812683625414087909703660029276406302119018807767079562424620704871441458145490161352065635466720718181635624738926753196785882383867809484647337540007569465670018968649968749014265999928607125987289812407945705185293564130488710609093075702751900907686990687022926615654988445830909500711552345281379928298119620577180261944849341877721175905420330463919051002451720601355273283690014489712050800715913314115108117829290632533462103771566244860159945814852575573203699930049570764805609836490221598384176971836881743688021417292736154700319113843519710448783080912428356407921517399844611565226677945719181917180124166205860767528793502371490063542972464670519851e-2,3.13360241670545317847532675935208031758005382892181820497921727189874055168328393222818830284161017563016266997960366308786050453178528742652821817689686026087282566440478321548098912391641251411022268123114627575395981758407473611968148754334107909531969390512128495533720141611258328436991170607126677002813341551369458190378026388717438709141018077799814779706086533264376178658716243893247050242319921803204557911642736728997138869274429708222993709749684543803496039649715367520028382010738456639540816662075645176921028724176811446705818131335172569021891386317745712921242971883886920923124693236188508278465540212322092111091622102197639865672044780784902514008621106222818984010401134050422525172704550829342210484988319665836349589696117493467402983233843370552950430993640699163488655519636741758847066382047770017591145595218733677718810123200409795809628229481685934214787757995587809774375271545035739339097794513364595720868033027911994523840945069384737069619111295961448651202946950655357963e-2,1.04020344350188104105672770049754906700885241408170006119451557982304186807644978197765221199878400228275668570267442370532606751346090253750828733881566200074346101466922724004833623251394280315519047952641862992451157194970464328927679929027836743469165595813790297672731940650254550778325165896271516698886747294063959302548023463757041621776046126552773221579003176762531457944394816261809419124175059725624852900478858307130391302407824009812490115434276983749213849379152843648827019596447490209553630656058903646542940878562390469388555141594863254022723804772928251587585344840222020914139897832421712468735938002203794046998632230597029578226830712480503398853940579001792337540874630805182310870832139115785366739884557310020626038751875792754782246319433452272854788835810022577521393824077849196935040513704296087130591261307993261240532405309583933358069162404371077537249554165895235556872065445943041003800949919814602484852441704310542099261191456321974995477598341323767963017293807163369605
4,8.04415140888905883027354691492396573351853174671813133737536372335694530003375950403853297170211753896978898234654295272127866164830219421607721536064174348192621139808788769207812671617191797122579303672283589924805290195480644426021512767699591633375078034847947317202859300389868388796794241584772919028785364304989624199925913785668209703897188234436283769052010422924703805130711687050968028892202668078240449862818130778150634214451352300615570259854828363740960852515458664853775805189698681905020895679825595705155541925046743339824875317926256844827082643134317149146871571855250071913403666796980709892560945121864170460135175188446712799833331370386568656163852236398850552957367286214644797870540119742598515335749531349887969268667812897459636640850273919224095458360528467272353174564636361386663737019416743974706578320890957630268553211430025745759826694576000175887780914325656650619038656293497676302360751853673065506246779808395848647300772163759116336355066198381179436322115533537102076e-2,4.16383707883523743623790716110231030500889142915816453724410303928465414470397097356875954218954196745480580559663818852995746385444513911455111093849596593080350182195637568989841706545230001234968083470922072165079825385753630042701533653625944160969840232257427852965142083404433625332338013120519096575059242982198486466701243845369440023417568881869944116274546059920990087012574272100453037489162455298479265088937945164865099363574211859750822382523348645028564955433608807245145962092027376371731100749098112274017927995491211173980728280786523609910350983090579381057799665976163473629335465535001289936006897428917273569144411778682561985139957027380503882246088754511545950331304289439676284517718645278529612918858986265807307416597816971094016534250013593058767238282901619833587435054676315347453231920537975627392895927527693163010087945906133112576203091510668088074083821959900446918043939018602319168544576318771497964885721988915718424722640785015417220062023100811851870710953207974448288e-2,1.06225996411676285041640759583127523158038312562628537794842585727915856562509773079730306309433349581127510693679154974538081664351561341810625125945198336322053176941235014104919137556336541644562064282769751087897364581239497223897796128736132819161822878303858850514361082648370107296599959204565372334632020707960127451592266252693593660431785462452420045574805942218707459662420706893250236641110730857434799628549109010867054884138909119409456109192675190719215505673611332336077396636352798093010300064741890063624403394814373085331624926203339793683017462480039206836421787925278729141811166507832597316113834192177547078485531971121368240935810981074332801308170425494702002187034181713698265599086328705069658103396381621960799625247079047506155773848340767838680302807512938071521062902074837564321591139776347517317297111844641833887731925736452287382207180139280918424327142088593559623472118759015638470018695179471491192700027786713832172776208952653779553790251042468109486374385346438583511
5,1.26834046769924603692847464822179204844634660215411777930227046965732322480922467659447943189676239693807549674161719251844284513598554660531226379986539290805138996551835551047057489522562849333927875732425402143954440684304519518329729202595388705901069923532137277254497216861041617495546285039862453344967099388589145761503252735508105090933156433076240283644273616159275907188348641986255641646179138525293139849547812966634052219662959145894853638815030868924792714900610606126154779735338802971713010232299475586367133706185778232275466650297744449868044499631063560954446980383556824025157750613892529979893809591171422342336182744865510663787813655863577841467081961532274089221769019066664981811588804934110880745274657366412122103896531979329505022561284073455608971410287813185924854040832258742986267452604514206557597639251756171093629407004574453648125153001038283245857907435388401339884617332960188620130331331245108139156785242822507945821129207965666782658798650079508191298923056771573385e-1,5.0965059908620217518375067740174938083345828011696278130985808098426161012697173237674657884739929106879295177627416329661720386098599147373405594289761348279079217274020838113238030456142119107507291503532850340897752965822926964912608500253860961246105619288570186986282872547049407264130245404992399690694477469169314857225075586964214529817651029169908866274097470316720858549451647365312496785008995377446143835876266533635694443682893371564399214866050363829982512277125766901761048647037730355875045419295278568623645026464015280163412350502769325904365948623211122344026484838814380600235957759186089238262774295827862878370057805129099497002508474646717030124475313656579634660103208391934536976489096352036395079411071810264457008259970668410859853820429280780786230860382923758223495254265526427823377430959501045792927755380607108818353989980827793502750234562785357509674470743640245559014510193176588439690670684969171385170821159174416279353849684742831850476150082282888592039333323443244674e-2,1.08489458754513506215968433120746039816505449627151477325864866776897912460126657893656178834073517346218573363288385837448366648270548152341964785258222084933347229383103028515944989989430905867597676223972670907819683342398688276516623154658263901761694826739616420068207192692588177148495277021698022518061820556998943664996210415220481670841540330867617228895414723843771484954666694765347248820466530234887394062779861193987270888472101340007668610622429415395862850126401953285706053353945254645462527921336588605654312277316060643225136334136396020019069700388241872538241900063474867702843817317760081435186088224365891045695211701265044371761303522270785823889169077517258643753260325150205945352898036706649920196861112730196977018516240883375050952753480815499381928113516024548112506129241200502443834907627757370987604409922096789462620680642987940391865886413491282748705986733507310532513037332030237010811787336845104779524957399172606068192935777148052670284312208073178738553667348390963107
6,1.81973159636742487273581651886857031628305441600315768030276688726729368707284933720648402252119346708941445311137021318979459485145398379727650263027817473133404683920675560292149376262170891901989731024107248414133620202489951472856120678556668214351779708085624999098058979650315151984358929188449623537852166676285120441935294843443636109314326226206804493933907672584001550448926468318408250676128270634571563353622420180760027119769297420735874617742316762017704455081201347411636305556129890633494915648544265816299768166899316261909332315384569641269124513074564305986315582922735301959183257969775727732646671702517660065993151200438586426489463782751956806657678251382340195773749325302223218095145655776683551069792363842951592880240190104166815838006193506854647261432672975895705799634283077267413571690847918888320013616189427687470002153148690463137308933376383963049466935339731222111010229884790257800019903395246606400636235427736632725178803073563503019367112464396117920232785649377516338e-1,5.90972659807592086561886888556911435025206097744843877234449760100873741752557581528643439129095087230313377154615829566943408968711049561271154878559256691928145459892844221002324975741607943689425901219594243165378849136408427569247810259947993887146191555516132354320929839632908736564539022028144000228301329651227825934203506291286873789392655507439407208676261706728205902989769619803598843207250995702599253948437343973648630999544293856568363971464247430877736972723106718921176114390557947114959612628584002595477201474022366994878487875014488363097290775765004703589612867397598763651761834682687750292860307921790013118034749823810589228002486223314312384841620237120138225180645943379072378624409540844612542331465525267604292543758025777276576863872066340764322049227856861920861860750313513359978538363581238475098042000021265530134350756771945921051578455262238716879524222218801463769770917118994819193721970924676904453039544602251392090706665641531523499796197449994755062364185632257790316e-2,1.10703705681606424086267695065323969327996390840351475987202208092663341826837542142709236552184845071254508241519055848835099743170970658831115084016598385072827172795985998064811669357244878434414822134877004297279899648174273136087177641293199380595074091496101981327872194256460642871676791718597780609412216129079281448160492047770051124582298883674320693855929150313978557519183709837794055803194319573248845582572478327858842936415857302481698482770991602521818110590199669696224227253465314009532268411048162335578832242016832792365973369488234075744732447872695826031500526806941557071192436821524221685827473391734602648871250839846604143669903942562538152591410331004865506242851024469038112678123944188205413473480046941728788668757264911520456201439040011066429918132861371426995172942193707792649457815217607912705533797410526862512643692902281964518060832314197175892660181362283208690077990015338352000709062710452993898046796584839745904538203628154929620274537514525495926051878186294770313
7,2.44566499024586450997817974522374500787254335398786583263825690052632514804617135927984158474566110400835284655782368821717372988715442604365219130677469699808293323016351759226654502171924294945420499452122756803693406662666089412934607912796183099664528747729016211272192425098223979889399313552979082643385889241058455807509356294183092397216024483309806215571601685022282475108024427188987283890984993380670786432168422289525122234955521506628898173346688569683255944716396455078964969299671338720671139456045596005279221044370593550481469878311186911424229110836652622504717987122189216169146074599886479399636612952942406388937377273117633147691747982452287555641433680619207695635403135056290333662172132044601857962931698187859094767904195774502110067198489262122837160994521262832900520953288807263661349371527675795240130490675319170286387711819631993906593698306447427174183011971749172514146618742809624923912570310570226165499535384344577111029022274204021404326313461739099190769544489355148797e-1,6.58443192245883134492472498740815674580552555734917634982182468544271782147404665717789875919863146225529900273181235082001584153037693524764662888445661009510105908331814398975708567625644020152627054626940131323918216076947701843932610970825511441292876768120861241937552295600908133702334051292653866447241057045386187933852185006753215272788211353797090958188171217202143887188537363202172839524739260802774642610716284078405604480169120166577942293148135827968776409783341022625509245179300816533984831156417376280540149401985072752998927841762582385256907044187199649571033991364021111957420451805830203642835898980951920470374810997825507451503218594755309551782182546504058641526614037561368721777309362382911732655630016915250264311038288580444357016764323365309114680699129396335599835311628877096663901207864441709963146077868452973173533998385020516916032989220349600324702053286946081828568112069400376827122997459380144049426784260589255516485041982839810292182498589077417499175543115863100056e-2,1.12799686171245045318229780629623857217594223165493229335109734631145168640072711519772544279253338352545053360721003793389651606668207138773425263849157362069634478939816801314952011718862485194533041279933402067041578739720154990566658765520809606248570865378241756297200174729866568482298733135936671935359288476550347045487004412092227822400544601991634003884338370969936973122611999663397738372885287344018664151303195276953484250070491787242782500388774851482394307062522136684873324520514916154899800258627789217248643504979882908109316163006532082787237531903366004136627112293523989573815314208416171053848954849718961940828987435741438855201328898658176292408499251962921755400371127043280706544587544113984397763686316084509745032365478399042616970224800234034883139246486957654593907514106740780702816432552688979038740534324157943877374671680085135967466354741541820284060413272767045947300652394814096986780406616005100650506107825903676773667042057516232290516300886121847264677459099567602748
8,3.13146955642290219663725911487536381302126839147158644086025693242177117813470236052052158182733310527616138955735924923470324946577786302274966805320096156168394186541965298392163162586489816840657726978315901404447287130979577706419131402629301773231377130626743066482338613815737856466710774122106935948136313520306704491865555350648790566599773435717960451556586483090961245624723844274890950620266713872141523714944006203606575674858957229714115256206760483389189803789637151021329678263399353729062799418689787106411799583846022843779259365454742721908855280895246987252210007394043335355946457729817796620463946497251642892501571399929973054506693962390195449074818289213155212745511338100762088598437377593002533328517326780599487521060308304583078704689248689282061174570357654393222377088226281474250724714307053077066087118910056173669162017420237402500780451089685316265044166002957588811329009156748965559808754659674863469621707374089338889068967469348600925436553687807733089958182985536273339e-1,7.10480546591910256646491625335824665172577066960101516686835414919140437489671838084746121416002913006653428683310070094701218636371091368618126862243794283810638344132961355313488462497334799287521184422514503711122815631798491878380128284723492804007019879412138411402239661710125374102651945871010789759092080364056905454215016499415387739873903228046412757151411058279871203251545574079610013101786300066687741582023441826021130403601432863633996746442660246721575544233304160929107868808408649838035396820338225468868680340553580583071076792433570621809202707746776458749573747349916268685429061424507748908880360740263992809614537333848902665129128895484951707471207431764283937599805099577528793946071749852630656928042876487975706308775996220240521170340085376748979813157457301479778784522784144140715506407320502480383399121667041601465255185215449731892388814484554864693589989695877543673040703871838533170021852631676336507386866235630905300848390867640842872497488421623673676320448652955156948e-2,1.14736118235096671001732688288572549245193934103278853640136382343575792994825653564530527238836198422030957419986730702553382627895216715071280157837606860554475041314347776413647212390734073607181776633324823589459996542306584435048212863553162939705730420334702464609233814747932510876620982884822942147693129703778492786735216359271053673153089772573333542246515295401920907171501913589871693873153661299048806728947161802323891899266384326706514897215239075105491058756886906897556134295956900449320835735430744456109771111009714230308171874579292731131752017217503104380071765372183298979659119235488801665863462566204747723158526929264311409317498995523721549154219280425611661044796545388297208466744018486173678176074390219420420166316038900891177406949617948508427240608648844113725547390763519683582262657190590978553284070038930843185487753814502938522478331739394404346461840271906868269202269081881255866736307665392030328335173692744985071181989431820896943573211764191364893741445356024424831
9,3.86107074429177460959751902315712687628455531158536263842682130396414329068222086102523937404515645984113134342197848912850479561793593932573634526344824488449395561455544923655013606534352417636041688488895823388125711015098316071200638266845229299359947346615720418792092582781940212357588637502026413702829539813117065451138473134078426750224739740266387314555668908511365230313791874376160703067891934183083162261247695263622381094518395799884370877991248489779232105802229476154742087884437156426464409662657720133271810284402711430628362815433206702752046053508703111241438105308036285189226141865956327774166616855809358504857953391351167856965139281125406170920520626968831422691671120878043964956486078800691894518389487287240759382061012959494986619063101710563190716489917742285113435318818027288389566915952026083123034113146706294755060045513414984836112959970510591192516728889877875561048403779109496111052945374283825505374540322526459404480933421321955023663116115592095596989710994884479634e-1,7.45864932363018733939143685009847183463399520406841582481056089049222112977933903469806630176052405258545692728366900343287838896089324715470861712333766023178236387114354780347401916619857051250377509869455851858585155001026658372355387394165970737159698157660031363844487330880872645982307610778519633445624297525376016930696960029635055092244555703543722187244645883062133875173659207723872923849017334034924012766986939459515291265681834701645638645313672103733943477126374922852168949954179914242739644695768547936371737137052323015320922834468406137026515522780734623084898228707910654516198426718124566034664891197571242531752386880266807200025840866833842044406555546503652087366182828058880402961147697453259997280129079214756017073935389738156325587494360233765368422147577000319302906989993998613297453524551414923451624001493947438340702336898325742457534390979778368446827956514235159912319533804289443804423852838799093675774078604379255823261521157785969360844360592868294133409899163271581677e-2,1.16491836812360962514192802622129718683768230529410021477070060608411976831379771225728581205766133350361512403757193458523291562417085046606340636444896431077546378120883793492147823351620527732898892154036956010053584325210418459305890356235860641828535704896405784134035406262414536386271589989533090587412514150316933979473258488841351379861786512689632885711559553602387184897563027560958591611094525645139122003802864923109733397245957491141800025711087584577704145071160256046398977707304689072014907393275412542024814743508071275857579466450651050688044710114718758653899154817595310216506283496669343275393051482369384016012968020630892253595229737495092108031743188719983322545548498444159968281371168629249072320442676343175795327934825399341179872819652678222442790784098263863322217021280095388947296129272207677461698254495174550349072493836097188348613774338995203912546398630427079453967753895847231891321304777519575316831120909808714057036891786615748934787515815733661079534221856562929361
10,4.61736739433251333122679795300580894497601866593251249597602377807871828975831510879227442909221892196500747176817933647779731087714368557644405641361593307525964348268038388971334251551601171068799893654584505977867750940239754717566126592247460140300196951066684538982262991844055130127201648045733352309286806225158545310906884936176167673659417783537535533346252453746270664762239133811244676991978625399658465202457915743846200550214385624031566430891440650171248830492210313449695278599577281016431656929131751290097933493649230263166137534113599464437196818177958335386185122616730582277457480614316892150240702058020142613710836225034180658915351261856575403732963252095915870460477163722721177206159319012207232723431984718531838021576888912666344853250010835462821555118488636367690289080949721627979389408103735248398317558831942261711651687589912117362089447444959657077371466269101862626507686261757198309393606349783991921348705684168571623354251661953994316188212784476205607692871934457227575e-1,7.63766935653629253490421659775487967459743225561892986373505249087987265813688907677862439182519529677200092140689391300575139839800391502765019660921138678777009601562457550259249519092253644989604255864169048942423965117420195872893893801980156887377288010260619326150341367763447815961214098933396454848155745138163763773021169820836391493494613947762689839342417700606351308313319286149345201906464807887125074297921327775261411757243770792370413332946319965231631084364097442136203220148416114306418229230451484650166880683807439561556778408660404225821673608720401828339438557132129598240444918292861291510417889678303230575775714574345166353493855093627332646008295879938840363469912723106081070838139918658130303288260027623073381416129974563379945370066238221515108660874375998896219983159592973367191230037291522079969940761608630408249697980654268390590603864349959272204103892535072207793011058105311149444625587126067982153264305552011274889537777301026824382804995471063312204023407406236196476e-2,1.18059674680717369135808049578058635745821326775390434547278246955704280669049661737775912713559848387250015487795533512883385649785424063952061231066831575403132739667771577079905136791666042399079739650040199152753894014830330291447557514024029451090627277167798141004891459353473109549038508163529408028221560531676767085878586169523272055978323873728912724430065027013606004519513729224028049685748840432098471840265535833711217847491249222221228614577821233236418273638730015019680671488391493646186164970865060198128523880270420270795515320252916071100408722138126878084883699373014617214264371313969015319166854741890158882818911699125972075972090158862709024120022942959688544924983518467077010298000652855010485027213043173763029368458885112160086176631572887239089189054720867553124268434034140420896597221282518134420579683658850384357956463401422709245771278214423640381344926010221648018428173673474594951202549386383279884706989175350929098081996926229535201736187766651242103279503601119292552
